,Country,Code,Year,Deaths_Recorded,Income classifications (World Bank (2017)),Deaths_Recorded_2019,Year_2019
3772,Latin America & Caribbean (WB),,1994,331756,Not categorized,390430,2019
3773,Latin America & Caribbean (WB),,1995,334422,Not categorized,390430,2019
3774,Latin America & Caribbean (WB),,1996,338115,Not categorized,390430,2019
3775,Latin America & Caribbean (WB),,1997,337339,Not categorized,390430,2019
3776,Latin America & Caribbean (WB),,1998,342041,Not categorized,390430,2019
3777,Latin America & Caribbean (WB),,1999,343904,Not categorized,390430,2019
3778,Latin America & Caribbean (WB),,2000,341736,Not categorized,390430,2019
3779,Latin America & Caribbean (WB),,2001,343771,Not categorized,390430,2019
3780,Latin America & Caribbean (WB),,2002,348510,Not categorized,390430,2019
3781,Latin America & Caribbean (WB),,2003,352340,Not categorized,390430,2019
3782,Latin America & Caribbean (WB),,2004,353148,Not categorized,390430,2019
3783,Latin America & Caribbean (WB),,2005,351261,Not categorized,390430,2019
3784,Latin America & Caribbean (WB),,2006,352920,Not categorized,390430,2019
3785,Latin America & Caribbean (WB),,2007,355831,Not categorized,390430,2019
3786,Latin America & Caribbean (WB),,2008,359677,Not categorized,390430,2019
3787,Latin America & Caribbean (WB),,2009,365087,Not categorized,390430,2019
3788,Latin America & Caribbean (WB),,2010,366443,Not categorized,390430,2019
3789,Latin America & Caribbean (WB),,2011,366789,Not categorized,390430,2019
3790,Latin America & Caribbean (WB),,2012,367450,Not categorized,390430,2019
3791,Latin America & Caribbean (WB),,2013,370813,Not categorized,390430,2019
3792,Latin America & Caribbean (WB),,2014,370960,Not categorized,390430,2019
3793,Latin America & Caribbean (WB),,2015,375015,Not categorized,390430,2019
3794,Latin America & Caribbean (WB),,2016,382486,Not categorized,390430,2019
3795,Latin America & Caribbean (WB),,2017,384268,Not categorized,390430,2019
3796,Latin America & Caribbean (WB),,2018,385950,Not categorized,390430,2019
3797,Latin America & Caribbean (WB),,2019,390430,Not categorized,390430,2019
3798,Latvia,LVA,1990,6010,Upper-middle income,3690,2019
3799,Latvia,LVA,1991,6103,Upper-middle income,3690,2019
3800,Latvia,LVA,1992,6353,Lower-middle income,3690,2019
3801,Latvia,LVA,1993,7267,Lower-middle income,3690,2019
3802,Latvia,LVA,1994,7940,Lower-middle income,3690,2019
3803,Latvia,LVA,1995,7249,Lower-middle income,3690,2019
3804,Latvia,LVA,1996,6087,Lower-middle income,3690,2019
3805,Latvia,LVA,1997,5741,Lower-middle income,3690,2019
3806,Latvia,LVA,1998,5934,Lower-middle income,3690,2019
3807,Latvia,LVA,1999,5532,Lower-middle income,3690,2019
3808,Latvia,LVA,2000,5362,Lower-middle income,3690,2019
3809,Latvia,LVA,2001,5595,Upper-middle income,3690,2019
3810,Latvia,LVA,2002,5490,Upper-middle income,3690,2019
3811,Latvia,LVA,2003,5256,Upper-middle income,3690,2019
3812,Latvia,LVA,2004,5157,Upper-middle income,3690,2019
3813,Latvia,LVA,2005,5371,Upper-middle income,3690,2019
3814,Latvia,LVA,2006,5503,Upper-middle income,3690,2019
3815,Latvia,LVA,2007,5350,Upper-middle income,3690,2019
3816,Latvia,LVA,2008,4857,Upper-middle income,3690,2019
3817,Latvia,LVA,2009,4548,High income,3690,2019
3818,Latvia,LVA,2010,4457,Upper-middle income,3690,2019
3819,Latvia,LVA,2011,4272,Upper-middle income,3690,2019
3820,Latvia,LVA,2012,4210,High income,3690,2019
3821,Latvia,LVA,2013,4200,High income,3690,2019
3822,Latvia,LVA,2014,4092,High income,3690,2019
3823,Latvia,LVA,2015,3963,High income,3690,2019
3824,Latvia,LVA,2016,3732,High income,3690,2019
3825,Latvia,LVA,2017,3696,Not categorized,3690,2019
3826,Latvia,LVA,2018,3697,Not categorized,3690,2019
3827,Latvia,LVA,2019,3690,Not categorized,3690,2019
3828,Latvia,LVA,1987,,Not categorized,3690,2019
3829,Latvia,LVA,1988,,Not categorized,3690,2019
3830,Latvia,LVA,1989,,Not categorized,3690,2019
3831,Lebanon,LBN,1990,3742,Lower-middle income,7811,2019
3832,Lebanon,LBN,1991,3741,Lower-middle income,7811,2019
3833,Lebanon,LBN,1992,3785,Lower-middle income,7811,2019
3834,Lebanon,LBN,1993,3832,Lower-middle income,7811,2019
3835,Lebanon,LBN,1994,3837,Lower-middle income,7811,2019
3836,Lebanon,LBN,1995,3850,Lower-middle income,7811,2019
3837,Lebanon,LBN,1996,3895,Lower-middle income,7811,2019
3838,Lebanon,LBN,1997,3967,Upper-middle income,7811,2019
3839,Lebanon,LBN,1998,4029,Upper-middle income,7811,2019
3840,Lebanon,LBN,1999,4100,Upper-middle income,7811,2019
3841,Lebanon,LBN,2000,4192,Upper-middle income,7811,2019
3842,Lebanon,LBN,2001,4330,Upper-middle income,7811,2019
3843,Lebanon,LBN,2002,4503,Upper-middle income,7811,2019
3844,Lebanon,LBN,2003,4718,Upper-middle income,7811,2019
3845,Lebanon,LBN,2004,4964,Upper-middle income,7811,2019
3846,Lebanon,LBN,2005,5222,Upper-middle income,7811,2019
3847,Lebanon,LBN,2006,5499,Upper-middle income,7811,2019
3848,Lebanon,LBN,2007,5788,Upper-middle income,7811,2019
3849,Lebanon,LBN,2008,6064,Upper-middle income,7811,2019
3850,Lebanon,LBN,2009,6307,Upper-middle income,7811,2019
3851,Lebanon,LBN,2010,6500,Upper-middle income,7811,2019
3852,Lebanon,LBN,2011,6743,Upper-middle income,7811,2019
3853,Lebanon,LBN,2012,6953,Upper-middle income,7811,2019
3854,Lebanon,LBN,2013,7132,Upper-middle income,7811,2019
3855,Lebanon,LBN,2014,7280,Upper-middle income,7811,2019
3856,Lebanon,LBN,2015,7391,Upper-middle income,7811,2019
3857,Lebanon,LBN,2016,7498,Upper-middle income,7811,2019
3858,Lebanon,LBN,2017,7601,Not categorized,7811,2019
3859,Lebanon,LBN,2018,7702,Not categorized,7811,2019
3860,Lebanon,LBN,2019,7811,Not categorized,7811,2019
3861,Lebanon,LBN,1987,,Lower-middle income,7811,2019
3862,Lebanon,LBN,1988,,Lower-middle income,7811,2019
3863,Lebanon,LBN,1989,,Lower-middle income,7811,2019
3864,Lesotho,LSO,1990,1337,Low income,2217,2019
3865,Lesotho,LSO,1991,1348,Low income,2217,2019
3866,Lesotho,LSO,1992,1377,Low income,2217,2019
3867,Lesotho,LSO,1993,1404,Low income,2217,2019
3868,Lesotho,LSO,1994,1452,Low income,2217,2019
3869,Lesotho,LSO,1995,1489,Lower-middle income,2217,2019
3870,Lesotho,LSO,1996,1532,Low income,2217,2019
3871,Lesotho,LSO,1997,1593,Low income,2217,2019
3872,Lesotho,LSO,1998,1659,Low income,2217,2019
3873,Lesotho,LSO,1999,1721,Low income,2217,2019
3874,Lesotho,LSO,2000,1789,Low income,2217,2019
3875,Lesotho,LSO,2001,1836,Low income,2217,2019
3876,Lesotho,LSO,2002,1904,Low income,2217,2019
3877,Lesotho,LSO,2003,1963,Low income,2217,2019
3878,Lesotho,LSO,2004,2033,Low income,2217,2019
3879,Lesotho,LSO,2005,2068,Lower-middle income,2217,2019
3880,Lesotho,LSO,2006,2095,Lower-middle income,2217,2019
3881,Lesotho,LSO,2007,2097,Lower-middle income,2217,2019
3882,Lesotho,LSO,2008,2096,Lower-middle income,2217,2019
3883,Lesotho,LSO,2009,2097,Lower-middle income,2217,2019
3884,Lesotho,LSO,2010,2121,Lower-middle income,2217,2019
3885,Lesotho,LSO,2011,2136,Lower-middle income,2217,2019
3886,Lesotho,LSO,2012,2176,Lower-middle income,2217,2019
3887,Lesotho,LSO,2013,2219,Lower-middle income,2217,2019
3888,Lesotho,LSO,2014,2255,Lower-middle income,2217,2019
3889,Lesotho,LSO,2015,2260,Lower-middle income,2217,2019
3890,Lesotho,LSO,2016,2232,Lower-middle income,2217,2019
3891,Lesotho,LSO,2017,2213,Not categorized,2217,2019
3892,Lesotho,LSO,2018,2207,Not categorized,2217,2019
3893,Lesotho,LSO,2019,2217,Not categorized,2217,2019
3894,Lesotho,LSO,1987,,Low income,2217,2019
3895,Lesotho,LSO,1988,,Low income,2217,2019
3896,Lesotho,LSO,1989,,Low income,2217,2019
3897,Liberia,LBR,1990,644,Low income,675,2019
3898,Liberia,LBR,1991,641,Low income,675,2019
3899,Liberia,LBR,1992,627,Low income,675,2019
3900,Liberia,LBR,1993,618,Low income,675,2019
3901,Liberia,LBR,1994,617,Low income,675,2019
3902,Liberia,LBR,1995,608,Low income,675,2019
3903,Liberia,LBR,1996,629,Low income,675,2019
3904,Liberia,LBR,1997,613,Low income,675,2019
3905,Liberia,LBR,1998,604,Low income,675,2019
3906,Liberia,LBR,1999,581,Low income,675,2019
3907,Liberia,LBR,2000,563,Low income,675,2019
3908,Liberia,LBR,2001,542,Low income,675,2019
3909,Liberia,LBR,2002,526,Low income,675,2019
3910,Liberia,LBR,2003,522,Low income,675,2019
3911,Liberia,LBR,2004,520,Low income,675,2019
3912,Liberia,LBR,2005,523,Low income,675,2019
3913,Liberia,LBR,2006,538,Low income,675,2019
3914,Liberia,LBR,2007,554,Low income,675,2019
3915,Liberia,LBR,2008,565,Low income,675,2019
3916,Liberia,LBR,2009,585,Low income,675,2019
3917,Liberia,LBR,2010,602,Low income,675,2019
3918,Liberia,LBR,2011,613,Low income,675,2019
3919,Liberia,LBR,2012,631,Low income,675,2019
3920,Liberia,LBR,2013,639,Low income,675,2019
3921,Liberia,LBR,2014,633,Low income,675,2019
3922,Liberia,LBR,2015,635,Low income,675,2019
3923,Liberia,LBR,2016,639,Low income,675,2019
3924,Liberia,LBR,2017,643,Not categorized,675,2019
3925,Liberia,LBR,2018,659,Not categorized,675,2019
3926,Liberia,LBR,2019,675,Not categorized,675,2019
3927,Liberia,LBR,1987,,Low income,675,2019
3928,Liberia,LBR,1988,,Low income,675,2019
3929,Liberia,LBR,1989,,Low income,675,2019
3930,Libya,LBY,1990,1667,Upper-middle income,3663,2019
3931,Libya,LBY,1991,1669,Upper-middle income,3663,2019
3932,Libya,LBY,1992,1668,Upper-middle income,3663,2019
3933,Libya,LBY,1993,1674,Upper-middle income,3663,2019
3934,Libya,LBY,1994,1679,Upper-middle income,3663,2019
3935,Libya,LBY,1995,1678,Upper-middle income,3663,2019
3936,Libya,LBY,1996,1671,Upper-middle income,3663,2019
3937,Libya,LBY,1997,1747,Upper-middle income,3663,2019
3938,Libya,LBY,1998,1849,Upper-middle income,3663,2019
3939,Libya,LBY,1999,1926,Upper-middle income,3663,2019
3940,Libya,LBY,2000,1972,Upper-middle income,3663,2019
3941,Libya,LBY,2001,2042,Upper-middle income,3663,2019
3942,Libya,LBY,2002,2117,Upper-middle income,3663,2019
3943,Libya,LBY,2003,2116,Upper-middle income,3663,2019
3944,Libya,LBY,2004,2009,Upper-middle income,3663,2019
3945,Libya,LBY,2005,2019,Upper-middle income,3663,2019
3946,Libya,LBY,2006,2066,Upper-middle income,3663,2019
3947,Libya,LBY,2007,2243,Upper-middle income,3663,2019
3948,Libya,LBY,2008,2289,Upper-middle income,3663,2019
3949,Libya,LBY,2009,2333,Upper-middle income,3663,2019
3950,Libya,LBY,2010,2327,Upper-middle income,3663,2019
3951,Libya,LBY,2011,2405,Upper-middle income,3663,2019
3952,Libya,LBY,2012,2462,Upper-middle income,3663,2019
3953,Libya,LBY,2013,2583,Upper-middle income,3663,2019
3954,Libya,LBY,2014,2750,Upper-middle income,3663,2019
3955,Libya,LBY,2015,2918,Upper-middle income,3663,2019
3956,Libya,LBY,2016,3099,Upper-middle income,3663,2019
3957,Libya,LBY,2017,3273,Not categorized,3663,2019
3958,Libya,LBY,2018,3464,Not categorized,3663,2019
3959,Libya,LBY,2019,3663,Not categorized,3663,2019
3960,Libya,LBY,1987,,Upper-middle income,3663,2019
3961,Libya,LBY,1988,,Upper-middle income,3663,2019
3962,Libya,LBY,1989,,Upper-middle income,3663,2019
3963,Liechtenstein,LIE,1987,,Not categorized,,
3964,Liechtenstein,LIE,1988,,Not categorized,,
3965,Liechtenstein,LIE,1989,,Not categorized,,
3966,Liechtenstein,LIE,1990,,Not categorized,,
3967,Liechtenstein,LIE,1991,,Not categorized,,
3968,Liechtenstein,LIE,1992,,Not categorized,,
3969,Liechtenstein,LIE,1993,,Not categorized,,
3970,Liechtenstein,LIE,1994,,High income,,
3971,Liechtenstein,LIE,1995,,High income,,
3972,Liechtenstein,LIE,1996,,High income,,
3973,Liechtenstein,LIE,1997,,High income,,
3974,Liechtenstein,LIE,1998,,High income,,
3975,Liechtenstein,LIE,1999,,High income,,
3976,Liechtenstein,LIE,2000,,High income,,
3977,Liechtenstein,LIE,2001,,High income,,
3978,Liechtenstein,LIE,2002,,High income,,
3979,Liechtenstein,LIE,2003,,High income,,
3980,Liechtenstein,LIE,2004,,High income,,
3981,Liechtenstein,LIE,2005,,High income,,
3982,Liechtenstein,LIE,2006,,High income,,
3983,Liechtenstein,LIE,2007,,High income,,
3984,Liechtenstein,LIE,2008,,High income,,
3985,Liechtenstein,LIE,2009,,High income,,
3986,Liechtenstein,LIE,2010,,High income,,
3987,Liechtenstein,LIE,2011,,High income,,
3988,Liechtenstein,LIE,2012,,High income,,
3989,Liechtenstein,LIE,2013,,High income,,
3990,Liechtenstein,LIE,2014,,High income,,
3991,Liechtenstein,LIE,2015,,High income,,
3992,Liechtenstein,LIE,2016,,High income,,
3993,Lithuania,LTU,1990,6560,Upper-middle income,4934,2019
3994,Lithuania,LTU,1991,6893,Upper-middle income,4934,2019
3995,Lithuania,LTU,1992,6822,Lower-middle income,4934,2019
3996,Lithuania,LTU,1993,7618,Lower-middle income,4934,2019
3997,Lithuania,LTU,1994,7818,Lower-middle income,4934,2019
3998,Lithuania,LTU,1995,7517,Lower-middle income,4934,2019
3999,Lithuania,LTU,1996,6894,Lower-middle income,4934,2019
4000,Lithuania,LTU,1997,6416,Lower-middle income,4934,2019
4001,Lithuania,LTU,1998,6319,Lower-middle income,4934,2019
4002,Lithuania,LTU,1999,6106,Lower-middle income,4934,2019
4003,Lithuania,LTU,2000,5971,Lower-middle income,4934,2019
4004,Lithuania,LTU,2001,6252,Upper-middle income,4934,2019
4005,Lithuania,LTU,2002,6182,Upper-middle income,4934,2019
4006,Lithuania,LTU,2003,6174,Upper-middle income,4934,2019
4007,Lithuania,LTU,2004,6167,Upper-middle income,4934,2019
4008,Lithuania,LTU,2005,6537,Upper-middle income,4934,2019
4009,Lithuania,LTU,2006,6687,Upper-middle income,4934,2019
4010,Lithuania,LTU,2007,6883,Upper-middle income,4934,2019
4011,Lithuania,LTU,2008,6441,Upper-middle income,4934,2019
4012,Lithuania,LTU,2009,5842,Upper-middle income,4934,2019
4013,Lithuania,LTU,2010,5879,Upper-middle income,4934,2019
4014,Lithuania,LTU,2011,5756,Upper-middle income,4934,2019
4015,Lithuania,LTU,2012,5662,High income,4934,2019
4016,Lithuania,LTU,2013,5688,High income,4934,2019
4017,Lithuania,LTU,2014,5473,High income,4934,2019
4018,Lithuania,LTU,2015,5552,High income,4934,2019
4019,Lithuania,LTU,2016,5542,High income,4934,2019
4020,Lithuania,LTU,2017,5054,Not categorized,4934,2019
4021,Lithuania,LTU,2018,5046,Not categorized,4934,2019
4022,Lithuania,LTU,2019,4934,Not categorized,4934,2019
4023,Lithuania,LTU,1987,,Not categorized,4934,2019
4024,Lithuania,LTU,1988,,Not categorized,4934,2019
4025,Lithuania,LTU,1989,,Not categorized,4934,2019
4026,Luxembourg,LUX,1990,789,High income,676,2019
4027,Luxembourg,LUX,1991,783,High income,676,2019
4028,Luxembourg,LUX,1992,771,High income,676,2019
4029,Luxembourg,LUX,1993,767,High income,676,2019
4030,Luxembourg,LUX,1994,754,High income,676,2019
4031,Luxembourg,LUX,1995,749,High income,676,2019
4032,Luxembourg,LUX,1996,742,High income,676,2019
4033,Luxembourg,LUX,1997,732,High income,676,2019
4034,Luxembourg,LUX,1998,728,High income,676,2019
4035,Luxembourg,LUX,1999,719,High income,676,2019
4036,Luxembourg,LUX,2000,716,High income,676,2019
4037,Luxembourg,LUX,2001,696,High income,676,2019
4038,Luxembourg,LUX,2002,699,High income,676,2019
4039,Luxembourg,LUX,2003,696,High income,676,2019
4040,Luxembourg,LUX,2004,701,High income,676,2019
4041,Luxembourg,LUX,2005,697,High income,676,2019
4042,Luxembourg,LUX,2006,695,High income,676,2019
4043,Luxembourg,LUX,2007,683,High income,676,2019
4044,Luxembourg,LUX,2008,672,High income,676,2019
4045,Luxembourg,LUX,2009,676,High income,676,2019
4046,Luxembourg,LUX,2010,674,High income,676,2019
4047,Luxembourg,LUX,2011,673,High income,676,2019
4048,Luxembourg,LUX,2012,674,High income,676,2019
4049,Luxembourg,LUX,2013,671,High income,676,2019
4050,Luxembourg,LUX,2014,665,High income,676,2019
4051,Luxembourg,LUX,2015,654,High income,676,2019
4052,Luxembourg,LUX,2016,639,High income,676,2019
4053,Luxembourg,LUX,2017,650,Not categorized,676,2019
4054,Luxembourg,LUX,2018,662,Not categorized,676,2019
4055,Luxembourg,LUX,2019,676,Not categorized,676,2019
4056,Luxembourg,LUX,1987,,High income,676,2019
4057,Luxembourg,LUX,1988,,High income,676,2019
4058,Luxembourg,LUX,1989,,High income,676,2019
4059,Macao,MAC,1987,,Upper-middle income,,
4060,Macao,MAC,1988,,Upper-middle income,,
4061,Macao,MAC,1989,,Upper-middle income,,
4062,Macao,MAC,1990,,Upper-middle income,,
4063,Macao,MAC,1991,,Upper-middle income,,
4064,Macao,MAC,1992,,Upper-middle income,,
4065,Macao,MAC,1993,,Upper-middle income,,
4066,Macao,MAC,1994,,High income,,
4067,Macao,MAC,1995,,High income,,
4068,Macao,MAC,1996,,High income,,
4069,Macao,MAC,1997,,High income,,
4070,Macao,MAC,1998,,High income,,
4071,Macao,MAC,1999,,High income,,
4072,Macao,MAC,2000,,High income,,
4073,Macao,MAC,2001,,High income,,
4074,Macao,MAC,2002,,High income,,
4075,Macao,MAC,2003,,High income,,
4076,Macao,MAC,2004,,High income,,
4077,Macao,MAC,2005,,High income,,
4078,Macao,MAC,2006,,High income,,
4079,Macao,MAC,2007,,High income,,
4080,Macao,MAC,2008,,High income,,
4081,Macao,MAC,2009,,High income,,
4082,Macao,MAC,2010,,High income,,
4083,Macao,MAC,2011,,High income,,
4084,Macao,MAC,2012,,High income,,
4085,Macao,MAC,2013,,High income,,
4086,Macao,MAC,2014,,High income,,
4087,Macao,MAC,2015,,High income,,
4088,Macao,MAC,2016,,High income,,
4089,Madagascar,MDG,1990,5574,Low income,5413,2019
4090,Madagascar,MDG,1991,5566,Low income,5413,2019
4091,Madagascar,MDG,1992,5529,Low income,5413,2019
4092,Madagascar,MDG,1993,5766,Low income,5413,2019
4093,Madagascar,MDG,1994,5554,Low income,5413,2019
4094,Madagascar,MDG,1995,5817,Low income,5413,2019
4095,Madagascar,MDG,1996,5873,Low income,5413,2019
4096,Madagascar,MDG,1997,5817,Low income,5413,2019
4097,Madagascar,MDG,1998,5857,Low income,5413,2019
4098,Madagascar,MDG,1999,5706,Low income,5413,2019
4099,Madagascar,MDG,2000,5580,Low income,5413,2019
4100,Madagascar,MDG,2001,5458,Low income,5413,2019
4101,Madagascar,MDG,2002,5458,Low income,5413,2019
4102,Madagascar,MDG,2003,5485,Low income,5413,2019
4103,Madagascar,MDG,2004,5367,Low income,5413,2019
4104,Madagascar,MDG,2005,5234,Low income,5413,2019
4105,Madagascar,MDG,2006,5120,Low income,5413,2019
4106,Madagascar,MDG,2007,5039,Low income,5413,2019
4107,Madagascar,MDG,2008,5071,Low income,5413,2019
4108,Madagascar,MDG,2009,5079,Low income,5413,2019
4109,Madagascar,MDG,2010,5063,Low income,5413,2019
4110,Madagascar,MDG,2011,5054,Low income,5413,2019
4111,Madagascar,MDG,2012,5044,Low income,5413,2019
4112,Madagascar,MDG,2013,5038,Low income,5413,2019
4113,Madagascar,MDG,2014,5047,Low income,5413,2019
4114,Madagascar,MDG,2015,5083,Low income,5413,2019
4115,Madagascar,MDG,2016,5141,Low income,5413,2019
4116,Madagascar,MDG,2017,5211,Not categorized,5413,2019
4117,Madagascar,MDG,2018,5312,Not categorized,5413,2019
4118,Madagascar,MDG,2019,5413,Not categorized,5413,2019
4119,Madagascar,MDG,1987,,Low income,5413,2019
4120,Madagascar,MDG,1988,,Low income,5413,2019
4121,Madagascar,MDG,1989,,Low income,5413,2019
4122,Malawi,MWI,1990,3154,Low income,4746,2019
4123,Malawi,MWI,1991,3262,Low income,4746,2019
4124,Malawi,MWI,1992,3399,Low income,4746,2019
4125,Malawi,MWI,1993,3505,Low income,4746,2019
4126,Malawi,MWI,1994,3653,Low income,4746,2019
4127,Malawi,MWI,1995,3787,Low income,4746,2019
4128,Malawi,MWI,1996,3909,Low income,4746,2019
4129,Malawi,MWI,1997,4023,Low income,4746,2019
4130,Malawi,MWI,1998,4157,Low income,4746,2019
4131,Malawi,MWI,1999,4187,Low income,4746,2019
4132,Malawi,MWI,2000,4202,Low income,4746,2019
4133,Malawi,MWI,2001,4172,Low income,4746,2019
4134,Malawi,MWI,2002,4186,Low income,4746,2019
4135,Malawi,MWI,2003,4200,Low income,4746,2019
4136,Malawi,MWI,2004,4237,Low income,4746,2019
4137,Malawi,MWI,2005,4204,Low income,4746,2019
4138,Malawi,MWI,2006,4177,Low income,4746,2019
4139,Malawi,MWI,2007,4138,Low income,4746,2019
4140,Malawi,MWI,2008,4118,Low income,4746,2019
4141,Malawi,MWI,2009,4144,Low income,4746,2019
4142,Malawi,MWI,2010,4206,Low income,4746,2019
4143,Malawi,MWI,2011,4236,Low income,4746,2019
4144,Malawi,MWI,2012,4249,Low income,4746,2019
4145,Malawi,MWI,2013,4272,Low income,4746,2019
4146,Malawi,MWI,2014,4326,Low income,4746,2019
4147,Malawi,MWI,2015,4401,Low income,4746,2019
4148,Malawi,MWI,2016,4486,Low income,4746,2019
4149,Malawi,MWI,2017,4551,Not categorized,4746,2019
4150,Malawi,MWI,2018,4641,Not categorized,4746,2019
4151,Malawi,MWI,2019,4746,Not categorized,4746,2019
4152,Malawi,MWI,1987,,Low income,4746,2019
4153,Malawi,MWI,1988,,Low income,4746,2019
4154,Malawi,MWI,1989,,Low income,4746,2019
4155,Malaysia,MYS,1990,11824,Lower-middle income,24588,2019
4156,Malaysia,MYS,1991,12009,Lower-middle income,24588,2019
4157,Malaysia,MYS,1992,12307,Upper-middle income,24588,2019
4158,Malaysia,MYS,1993,12727,Upper-middle income,24588,2019
4159,Malaysia,MYS,1994,13568,Upper-middle income,24588,2019
4160,Malaysia,MYS,1995,14581,Upper-middle income,24588,2019
4161,Malaysia,MYS,1996,14691,Upper-middle income,24588,2019
4162,Malaysia,MYS,1997,14659,Upper-middle income,24588,2019
4163,Malaysia,MYS,1998,14428,Upper-middle income,24588,2019
4164,Malaysia,MYS,1999,16207,Upper-middle income,24588,2019
4165,Malaysia,MYS,2000,15740,Upper-middle income,24588,2019
4166,Malaysia,MYS,2001,15988,Upper-middle income,24588,2019
4167,Malaysia,MYS,2002,16135,Upper-middle income,24588,2019
4168,Malaysia,MYS,2003,16745,Upper-middle income,24588,2019
4169,Malaysia,MYS,2004,16794,Upper-middle income,24588,2019
4170,Malaysia,MYS,2005,16860,Upper-middle income,24588,2019
4171,Malaysia,MYS,2006,17232,Upper-middle income,24588,2019
4172,Malaysia,MYS,2007,17686,Upper-middle income,24588,2019
4173,Malaysia,MYS,2008,18781,Upper-middle income,24588,2019
4174,Malaysia,MYS,2009,19595,Upper-middle income,24588,2019
4175,Malaysia,MYS,2010,19664,Upper-middle income,24588,2019
4176,Malaysia,MYS,2011,20012,Upper-middle income,24588,2019
4177,Malaysia,MYS,2012,20276,Upper-middle income,24588,2019
4178,Malaysia,MYS,2013,19995,Upper-middle income,24588,2019
4179,Malaysia,MYS,2014,20977,Upper-middle income,24588,2019
4180,Malaysia,MYS,2015,21584,Upper-middle income,24588,2019
4181,Malaysia,MYS,2016,22512,Upper-middle income,24588,2019
4182,Malaysia,MYS,2017,23096,Not categorized,24588,2019
4183,Malaysia,MYS,2018,23607,Not categorized,24588,2019
4184,Malaysia,MYS,2019,24588,Not categorized,24588,2019
4185,Malaysia,MYS,1987,,Lower-middle income,24588,2019
4186,Malaysia,MYS,1988,,Lower-middle income,24588,2019
4187,Malaysia,MYS,1989,,Lower-middle income,24588,2019
4188,Maldives,MDV,1990,154,Low income,205,2019
4189,Maldives,MDV,1991,160,Low income,205,2019
4190,Maldives,MDV,1992,165,Low income,205,2019
4191,Maldives,MDV,1993,168,Lower-middle income,205,2019
4192,Maldives,MDV,1994,169,Lower-middle income,205,2019
4193,Maldives,MDV,1995,170,Lower-middle income,205,2019
4194,Maldives,MDV,1996,173,Lower-middle income,205,2019
4195,Maldives,MDV,1997,174,Lower-middle income,205,2019
4196,Maldives,MDV,1998,169,Lower-middle income,205,2019
4197,Maldives,MDV,1999,163,Lower-middle income,205,2019
4198,Maldives,MDV,2000,166,Lower-middle income,205,2019
4199,Maldives,MDV,2001,168,Lower-middle income,205,2019
4200,Maldives,MDV,2002,165,Lower-middle income,205,2019
4201,Maldives,MDV,2003,162,Lower-middle income,205,2019
4202,Maldives,MDV,2004,159,Lower-middle income,205,2019
4203,Maldives,MDV,2005,156,Lower-middle income,205,2019
4204,Maldives,MDV,2006,155,Lower-middle income,205,2019
4205,Maldives,MDV,2007,155,Lower-middle income,205,2019
4206,Maldives,MDV,2008,155,Lower-middle income,205,2019
4207,Maldives,MDV,2009,157,Lower-middle income,205,2019
4208,Maldives,MDV,2010,159,Upper-middle income,205,2019
4209,Maldives,MDV,2011,161,Upper-middle income,205,2019
4210,Maldives,MDV,2012,163,Upper-middle income,205,2019
4211,Maldives,MDV,2013,165,Upper-middle income,205,2019
4212,Maldives,MDV,2014,168,Upper-middle income,205,2019
4213,Maldives,MDV,2015,171,Upper-middle income,205,2019
4214,Maldives,MDV,2016,178,Upper-middle income,205,2019
4215,Maldives,MDV,2017,186,Not categorized,205,2019
4216,Maldives,MDV,2018,195,Not categorized,205,2019
4217,Maldives,MDV,2019,205,Not categorized,205,2019
4218,Maldives,MDV,1987,,Low income,205,2019
4219,Maldives,MDV,1988,,Low income,205,2019
4220,Maldives,MDV,1989,,Low income,205,2019
4221,Mali,MLI,1990,1601,Low income,3602,2019
4222,Mali,MLI,1991,1615,Low income,3602,2019
4223,Mali,MLI,1992,1651,Low income,3602,2019
4224,Mali,MLI,1993,1681,Low income,3602,2019
4225,Mali,MLI,1994,1722,Low income,3602,2019
4226,Mali,MLI,1995,1757,Low income,3602,2019
4227,Mali,MLI,1996,1780,Low income,3602,2019
4228,Mali,MLI,1997,1788,Low income,3602,2019
4229,Mali,MLI,1998,1791,Low income,3602,2019
4230,Mali,MLI,1999,1801,Low income,3602,2019
4231,Mali,MLI,2000,1843,Low income,3602,2019
4232,Mali,MLI,2001,1871,Low income,3602,2019
4233,Mali,MLI,2002,1925,Low income,3602,2019
4234,Mali,MLI,2003,1963,Low income,3602,2019
4235,Mali,MLI,2004,2020,Low income,3602,2019
4236,Mali,MLI,2005,2076,Low income,3602,2019
4237,Mali,MLI,2006,2148,Low income,3602,2019
4238,Mali,MLI,2007,2260,Low income,3602,2019
4239,Mali,MLI,2008,2363,Low income,3602,2019
4240,Mali,MLI,2009,2482,Low income,3602,2019
4241,Mali,MLI,2010,2573,Low income,3602,2019
4242,Mali,MLI,2011,2643,Low income,3602,2019
4243,Mali,MLI,2012,2732,Low income,3602,2019
4244,Mali,MLI,2013,2831,Low income,3602,2019
4245,Mali,MLI,2014,2943,Low income,3602,2019
4246,Mali,MLI,2015,3085,Low income,3602,2019
4247,Mali,MLI,2016,3252,Low income,3602,2019
4248,Mali,MLI,2017,3394,Not categorized,3602,2019
4249,Mali,MLI,2018,3500,Not categorized,3602,2019
